,title,date
260,مقترح قانون 2017/22 يتعلق بتعديل القانون عدد 47 لسنة 2013 المتعلق بسن أحكام استثنائية تتعلق بإجراءات تغيير صلوحية الأراضي الفلاحية وتغيير وصف الأراضي التابعة لملك الدولة للغابات وتهيئة وتعمير الأراضي الكائنة خارج المناطق المغطاة بأمثلة تهيئة والمخصصة لتنفيذ البرامج الخصوصي لتهيئة السكن الإجتماعي وإحداث المناطق الصناعية ومواصلة العمل بالإجراءات الإستثنائية الواردة به,2017-2-02
261,مقترح قانون عدد 2017/21 يتعلق بحماية الفلاحين من السرقات,2017-2-02
262,مقترح قانون عدد 2017/09 يتعلق بالنظام العام للتغطية الإجتماعية لفائدة التونسيين بالخارج,2017-2-02
263,"مشروع قانون عدد 2017/08 يتعلق بالموافقة على مذكرة تفاهم للتعاون التونسي الإيطالي خلال الفترة 2014 - 2016 بين حكومة الجمهورية التونسية وحكومة الجمهورية الإيطالية وعلى تبادل مذكرات تتعلق بقرض إضافي لتمويل ""برنامج دعم ميزان الدفوعات""",2017-2-01
264,مشروع قانون عدد 2017/07 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتاريخ 28 نوفمبر 2016 بين حكومة الجمهورية التونسية والوكالة الفرنسية للتنمية والمتعلق بالقرض المسند لفائدة الديوان الوطني للتطهير للمساهمة في تمويل القسط الأوّلي من برنامج التطهير الرامي للحد من التلوث بالبحر الأبيض المتوسط,2017-1-28
265,مشروع قانون عدد 2017/05 يتعلق بالموافقة على اتفاق قرض الشراء وملحقه المبرمين على التوالي بتاريخ 16 اوت 2017 و27 اكتوبر 2017 بين وزارة المالية والبنك الهولندي ABN-AMRO والمتعلقين بتمويل اقتناء خافرتين لاعالي البحار لفائدة وزارة الدفاع الوطني,2017-1-28
266,مشروع قانون عدد 2017/01 يتعلق بتنقيح بعض أحكام المجلة الجزائية,2017-1-28
267,مشروع قانون عدد 2017/06 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتاريخ 28 نوفمبر 2016 بين حكومة الجمهورية التونسية والوكالة الفرنسية للتنمية والمتعلق بالقرض المسند لفائدة المجمع الكيميائي التونسي للمساهمة في تمويل برنامج التأهيل البيئي,2017-1-26
268,مشروع قانون عدد 2017/04 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 30 نوفمبر 2016 بين حكومة الجمهورية التونسية والبنك الافريقي للتنمية والخاص بالمساهمة في تمويل برنامج تزويد المناطق الريفية بالماء الصالح للشراب ( المرحلة II),2017-1-26
269,مشروع قانون عدد 2017/03 يتعلق بالموافقة على الاتفاق الخاص بمنح ضمان الدولة للقرض التكميلي المبرم في 30 نوفمبر 2016 بين الديوان الوطني للتطهير والبنك الدولي للانشاء والتعمير للمساهمة في تمويل مشروع تونس الشمالية,2017-1-25
270,مشروع قانون عدد 2017/02 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 28 نوفمبر 2017 بين حكومة الجمهورية التونسية والوكالة الفرنسية للتنمية لتمويل برنامج التأقلم مع المتغيرات المناخية بالمناطق الريفية,2017-1-23
271,مقترح قانون عدد 2017/67 يتعلق بتنقيح القانون عدد 17 لسنة 1987 المؤرخ فى 10 افريل 1987 المتعلق بالتصريح على الشرف بمكاسب اعضاء الحكومة وبعض الاصناف من الاعوان العموميين,2017-1-01
272,مشروع قانون أساسي عدد 2016/81 يتعلق بالموافقة على اتفاق في مجال النقل الجوي المبرم في 19 نوفمبر 2015 بين حكومة الجمهورية التونسية وحكومة جمهورية الكونغو,2016-12-07
273,مشروع قانون عدد 2016/80 متعلّق بقانون المالية التكميلي لسنة 2016,2016-12-05
274,مقترح قانون عدد 2016/82 يتعلق باعتماد يوم 17 ديسمبر من ضمن الأعياد الوطنية للدولة التونسية,2016-12-03
275,مشروع قانون عدد 2016/79 يتعلّق بالموافقة على اتفاق القرض المبرم في 8 نوفمبر 2016 بين الجمهورية التونسية والبنك الإفريقي للتنمية والخاصّ بتمويل برنامج دعم التنمية الجهوية الإدماجية,2016-12-01
276,مشروع قانون أساسي عدد 2016/77 يتعلق بالموافقة على الإتفاقية الإطارية المبرمة في 04 أكتوبر 2016 بين حكومة الجمهورية التونسية والمؤسسة الدولية الإسلامية لتمويل التجارة والمتعلقة بتمويل واردات كل من الشركة التونسية لصناعات التكرير من النفط الخام والمواد البترولية والشركة التونسية للكهرباء والغاز من الغاز الطبيعي,2016-11-28
277,مشروع قانون أساسي عدد 2016/76 يتعلق بالموافقة على اتفاقية الضمان الإجتماعي بين حكومة الجمهورية التونسية وجمهورية بلغاريا,2016-11-28
278,مشروع قانون أساسي عدد 2016/75 يتعلق بالموافقة على اتفاقية الضمان الإجتماعي بين حكومة الجمهورية التونسية والمملكة المغربية,2016-11-28
279,مشروع قانون أساسي عدد 2016/74 يتعلق بالموافقة على اتفاقية الضمان الإجتماعي بين حكومة الجمهورية التونسية والجمهورية التشيكية,2016-11-28
280,مشروع قانون عدد 2016/78 يتعلق بالسلامة الصحية وجودة المواد الغذائية وأغذية الحيوانات,2016-11-28
281,مقترح قانون أساسي عدد 2016/73 يتعلق بتنظيم حالة الطوارئ,2016-10-26
282,مقترح قانون عدد 2016/72 يتعلّق بتنقيح مجلّة الإجراءات العسكرية,2016-10-26
283,مشروع قانون عدد 2016/71 متعلق بقانون المالية لسنة 2017,2016-10-15
284,مقترح قانون عدد 2016/70 يتعلّق بإجراءات هيكلية لدعم فرص التشغيل وإدماج الشباب بالسوق المهنية,2016-10-05
285,مشروع قانون أساسي عدد 2016/69 يتعلّق بتنقيح وإتمام القانون عدد 40 لسنة 1975 المؤرخ في 14 ماي 1975 المتعلّق بجوازات السفر ووثائق السفر,2016-9-27
286,مشروع قانون عدد 2016/68 يتعلق بالموافقة على اتفاق التعاون المالي بعنوان سنة 2014 بين جكومة الجمهورية التونسية وحكومة جمهورية ألمانيا الإتحادية المبرم بتونس في 22 جويلية 2016,2016-9-21
287,"مشروع قانون عدد 2016/67 يتعلق بالموافقة على اتفاقية القرض المبرمة بتونس في 21 جويلية 2016 بين حكومة الجمهورية التونسية والصندوق الكويتي للتنمية الاقتصادية العربية للمساهمة في تمويل مشروع "" إعادة تأهيل وتطوير منظومات لمياه الشرب في الجمهورية التونسية",2016-9-21
288,مشروع قانون عدد 2016/66 يتعلق بأحكام استثنائية للتسريع في إنجاز المشاريع الكبرى,2016-9-05
289,منح الثقة لحكومة يوسف الشاهد,2016-8-26
290,مشروع قانون أساسي عدد 2016/65 يتعلق بالموافقة على بروتوكول تعديل اتفاقية مراكش المنشئة للمنظمة العالمية للتجارة بخصوص إدراج اتفاق تسهيل التجارة,2016-8-05
291,"مشروع قانون أساسي عدد 2016/64 يتعلق بالموافقة على ""اتفاق باريس"" حول المناخ لتنفيذ الإتفاقية الإطارية للأمم المتحدة بشأن تغير المناخ",2016-8-05
292,مشروع قانون أساسي عدد 2016/62 يتعلّق بتنقيح وإتمام القانون عدد 27 لسنة 1993 المؤرخ في 22 مارس 1993 المتعلّق ببطاقة التعريف الوطنية,2016-8-05
293,مشروع قانون عدد 2016/61 يتعلق بالموافقة على اتفاق القرض المبرم في 14 جويلية 2016 بين حكومة الجمهورية التونسية والبنك الإفريقي للتنمية والخاص بتمويل برنامج دعم تعصير القطاع المالي بتونس 2016 - 2017,2016-8-05
294,النظر في طرح رئيس الحكومة التصويت على الثقة في مواصلة الحكومة لنشاطها,2016-7-30
295,مشروع قانون أساسي عدد 2016/60 يتعلق بالقضاء على العنف ضد المرأة,2016-7-27
296,مشروع قانون عدد 2016/59 يتعلق بتنظيم محاضن الأطفال ورياض الاطفال,2016-7-27
297,مقترح قانون عدد 2016/58 يتعلق بتنقيح وإتمام القانون عدد 20 لسنة 1989 المؤرخ في 22 فيفري 1989 المتعلق بتنظيم واستغلال المقاطع,2016-7-22
298,مشروع قانون أساسي عدد 2016/57 يتعلق بالقطب القضائي الإقتصادي والمالي,2016-7-13
299,مشروع قانون عدد 2016/56 يتعلق بإتمام المرسوم عدد 3 لسنة 1964 المؤرخ في 20 فيفري 1964 المتعلق بالتسجيل العقاري الإجباري,2016-7-13
300,مقترح قانون عدد 2016/55 يتعلق بلجان التحقيق البرلمانية,2016-7-12
301,مقترح قانون عدد 2016/54 يتعلق بالقضاء على التمييز العنصري,2016-7-12
302,مشروع قانون أساسي عدد 2016/53 يتعلق بالموافقة على اتفاق بين حكومة الجمهورية التونسية وحكومة المملكة العربية السعودية لتنظيم نقل الاشخاص والبضائع على الطرق البرية (الطرقات) بين وعبر أراضي البلدين,2016-7-11
303,مشروع قانون عدد 2016/52 يتعلق بالموافقة على عقد الضمان عند اول طلب المبرم بتونس في 26 ماي 2016 بين حكومة الجمهورية التونسية والبنك الأوروبي للإستثمار والمتعلق بقرض تكميلي لفائدة المجمع الكيميائي التونسي لاستكمال إنجاز برنامج التاهيل البيئي,2016-7-11
304,مشروع قانون أساسي عدد 2016/51 يتعلق بالموافقة على الإتفاقية العربية لمكافحة الفساد.,2016-7-11
305,مشروع قانون عدد 2016/50 يتعلق بالتخفيض في المعلوم الموظف على تصدير الفضلات من الحديد وبعملية تصدير ظرفية إلى موفى سنة 2017,2016-7-11
306,مقترح عدد 2016/48 لتعديل النظام الداخلي لمجلس نواب الشعب,2016-7-11
307,مقترح عدد 2016/47 لتعديل النظام الداخلي لمجلس نواب الشعب,2016-7-11
308,مقترح عدد 2016/46 لتعديل النظام الداخلي لمجلس نواب الشعب,2016-7-11
309,مقترح عدد 2016/00 لتعديل النظام الداخلي لمجلس نواب الشعب,2016-7-11
310,مشروع قانون عدد 2016/49 يتعلّق بتدابير خصوصية لتكريس إجبارية الالتحاق بالتكوين المهني الأساسي,2016-6-29
311,مقترح قانون أساسي عدد 2016/45 يتعلق بتنقيح وإتمام القانون الأساسي عدد 53 لسنة 2013 المؤرخ في 24 ديسمبر 2013 المتعلق بإرساء العدالة الانتقالية,2016-6-24
312,مشروع قانون أساسي عدد 2016/42 يتعلّق بهيئة حقوق الإنسان,2016-6-17
313,مشروع قانون عدد 2016/41 يتعلق بالإبلاغ عن الفساد وحماية المبلغين عنه,2016-6-17
314,مشروع قانون عدد 2016/40 يتعلق بالموافقة على اتفاقية ضمانات القروض المبرمة بين الجمهورية والولايات المتحدة الأمريكية بتاريخ 3 و 6 جوان 2016 المتعلق بمنح ضمان الحكومة الأمريكية لإصدار الجمهورية التونسية قرضا رقاعيا بالسوق المالية العالمية,2016-6-17
315,مشروع قانون عدد 2016/39 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتونس في 18 ماي 2016 بين حكومة الجمهورية التونسية والوكالة الفرنسية للتنمية للمساهمة في توميل مشاريع التنمية الحضارية والحوكمة المحلية المدرجة ضمن البرنامج الخماسي للاستثمارات البلدية,2016-6-17
316,مشروع قانون أساسي عدد 2016/38 يتعلق بضبط اختصاصات محكمة المحاسبات وتنظيمها والإجراءات المتبعة لديها,2016-6-16
317,مقترح عدد 2016/37 لتعديل النظام الداخلي لمجلس نواب الشعب,2016-6-15
318,مقترح قانون عدد 2016/36 يتعلق بالتدقيق في المديونية العمومية التونسية,2016-6-14
319,مشروع قانون عدد 2016/34 يتعلق بإحداث الشركة الوطنية للتنقيب عن المياه,2016-6-03
320,مشروع قانون عدد 2016/35 يتعلق بالترخيص للدولة التونسية للاكتتاب في الترفيع العام و الانتقائي في رأس مال البنك الدولي للإنشاء و التعمير,2016-6-03
321,"مشروع قانون عدد 2016/31 يتعلق بالموافقة على اتفاق القرض المبرم في 30 مارس 2016 بين وزارة المالية والبنك النمساوي"" Raiffeisen Bank International"" لتمويل مشروع مركز لمقاومة أمراض السرطان بجندوبة",2016-5-27
322,مشروع قانون أساسي عدد 2016/30 يتعلق بالأحكام المشتركة بين الهيئات الدستورية المستقلة,2016-5-20
323,مشروع قانون عدد 2016/29 يتعلق بالموافقة على اتفاقية القرض المبرمة في 05 أفريل 2016 بين حكومة الجمهورية التونسية والبنك الإسلامي للتنمية بشأن تمويل مشروع التنمية الفلاحية المندمجة بولاية صفاقس,2016-5-11
324,مشروع قانون عدد 2016/28 يتعلق بالموافقة على اتفاقية الإستصناع المبرمة في 05 أفريل 2016 بين حكومة الجمهورية التونسية والبنك الإسلامي للتنمية بشأن تمويل مشروع التنمية الفلاحية المندمجة بولاية صفاقس,2016-5-11
325,مشروع قانون عدد 2016/27 يتعلق بالموافقة على اتفاقية الإجارة المبرمة في 05 أفريل 2016 بين حكومة الجمهورية التونسية والبنك الإسلامي للتنمية بشأن تمويل مشروع التنمية الفلاحية المندمجة بولاية صفاقس,2016-5-11
326,مشروع قانون عدد 2016/26 يتعلق بتنقيح وإتمام القانون عدد 17 لسنة 1986 المؤرخ في 07 مارس 1986 المتعلق بتحوير التشريع الخاص بملك الدولة العمومي للطرقات,2016-5-11
327,مشروع قانون عدد 2016/25 متعلق بمراجعة الإمتيازات الجبائية,2016-5-11
328,مشروع قانون عدد 2016/24 يتعلق بالمصادقة على المخطط التنموي (2016-2020),2016-5-11
329,مقترح قانون أساسي عدد 2016/23 يتعلق بمجلة الجماعات المحلية,2016-5-11
330,مقترح قانون أساسي عدد 2016/22 متعلق بنظام المنابات في الميراث,2016-5-04
331,مقترح قانون عدد 2016/21 متعلّق بسبر الآراء,2016-5-03
332,مقترح قانون عدد 2016/20 يتعلّق بتنظيم اللجان البرلمانية,2016-5-03
333,مشروع قانون عدد 2016/18 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتونس في 23 فيفري 2016 بين حكومة الجمهورية التونسية والبنك الاوروبي للاستثمار والخاص بالقسط الثاني من خط التمويل السادس المسند لفائدة البنوك ومؤسسات الإيجار المالي,2016-3-31
334,مشروع قانون عدد 2016/17 يتعلق بالموافقة على اتفاق القرض المبرم في 3 مارس 2016 بين حكومة الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل مشروع التعليم العالي من أجل دعم التشغيلية,2016-3-31
335,مقترح قانون عدد 2016/16 يتعلق بحذف المهنة من بطاقة الهوية,2016-3-31
336,مشروع قانون عدد 2016/19 يتعلق بغلق ميزانية الدولة لسنة 2013,2016-3-30
337,مقترح قانون أساسي عدد 2016/15 يتعلق بإعادة تنظيم القانون المتعلق بالانتخابات والاستفتاءات,2016-3-23
338,مقترح قانون عدد 2016/13 يتعلق بتنقيح واتمام احكام القانون عدد 28 لسنة 1964 المؤرخ في 04 جوان 1964 المتعلق بضبط النظام الاساسي للاراضي الاشتراكية,2016-3-11
339,مقترح قانون عدد 2016/12 يتعلق بتنقيح القانون عدد 50 لسنة 2013 المؤرخ في 19 ديسمبر 2013 المتعلق بضبط نظام خاص للتعويض عن الاضرار الناتجة لاعوان قوات الامن الداخلي عن حوادث الشغل والامراض المعنية.,2016-3-11
340,مقترح قانون عدد 2016/14 يتعلق بمنع اخفاء الوجه في الفضاءات العمومية,2016-3-11
341,مشروع قانون اساسي عدد 2016/11 يتعلق بالموافقة على اتفاق النقل الجوي المبرم في 27 جانفي 2016 بين حكومة الجمهورية التونسية وحكومة مملكة البحرين,2016-3-10
342,مشروع قانون أساسي عدد 2016/10 يتعلق بالموافقة على الاتفاق الدولي لزيت الزيتون وزيتون المائدة لعام 2015,2016-3-10
343,مشروع قانون عدد 2016/09 يتعلق بالبنوك والمؤسسات المالية,2016-3-02
344,مشروع قانون عدد 2016/08 يتعلق بالموافقة على اتفاقية القرض المبرمة في 26 جانفي 2016 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الإقتصادي والإجتماعي للمساهمة في تمويل مشروع انشاء سدي السعيدة والقلعة الكبرى ومنشآت نقل المياه المرتبطة بها,2016-3-02
345,مشروع قانون عدد 2016/07 يتعلق بتنقيح وإتمام القانون عدد 28 لسنة 1964 المؤرخ في 4 جوان 1964 المتعلق بضبط النظام الأساسي للاراضي الاشتراكية,2016-2-19
346,"مشروع قانون عدد 2016/06 يتعلق بالترخيص للدولة في الإكتتاب في رأس مال صندوق ""إفريقيا 50""",2016-2-05
347,"مشروع قانون عدد 2016/05 يتعلق بالموافقة على اتفاقية القرض المبرمة بالمملكة العربية السعودية في 22 ديسمبر 2015 بين حكومة الجمهورية التونسية و الصندوق السعودي للتنمية للمساهمة في تمويل مشروع "" إنشاء محطة كهرباء المرناقية"".",2016-1-18
348,مشروع قانون أساسي عدد 2016/04 يتعلق بالموافقة على اتفاق النقل الجوي المبرم في 26 أكتوبر 2015 بين حكومة الجمهورية التونسية و حكومة الجمهورية الجزائرية الديمقراطية الشعبية,2016-1-18
349,مشروع قانون أساسي عدد 2016/03 يتعلق بالموافقة على البروتوكول المبرم ببروكسال في 8 جويلية 2014 و المتعلق بتنقيح الإتفاقية الموقعة باللكسمبورغ بتاريخ 27 مارس 1996 بين الجمهورية التونسية والدوقية الكبرى للكسمبورغ بشأن تجنب الازدواج الضريبي ومنع التهرب الجبائي في مادة الضرائب على الدخل وعلى الثروة,2016-1-18
350,مشروع قانون عدد 2016/02 يتعلق بالموافقة على اتفاقية الضمان المبرمة في 22 ديسمبر 2015 بين حكومة الجمهورية التونسية و البنك الإسلامي للتنمية و المتعلقة باتفاقية البيع لأجل المبرمة في نفس التاريخ بين الشركة التونسية للكهرباء و الغاز و البنك المذكور للمساهمة في تمويل مشروع محطة توليد الكهرباء بالتربينات الغازية بالمرناقية,2016-1-18
351,,2016-1-11
352,مشروع قانون أساسي عدد 2016/01 يتعلق بتنقيح و إتمام القانون الأساسي عدد 16 لسنة 2014 المؤرخ في 26 ماي 2014 المتعلق بالانتخابات و الاستفتاء,2016-1-11
353,مقترح قانون عدد 2016/33 لتنقيح الفصل 48 من قانون عدد 112 لسنة 1983 المتعلق بضبط القانون العام لاعوان الدولة والجماعات المحلية والمؤسسات العمومية ذات الصبغة الإدارية,2016-1-01
354,مقترح قانون عدد 2015/87 يتعلق بمنع انتاج الاكياس البلاستيكية غير القابلة للتحلل واستيرادها وتسويقها وتوزيعها ,2015-12-31
355,مقترح قانون أساسي عدد 2015/83 يتعلق بالشفافية ومكافحة الإثراء غير الشرعي,2015-12-31
356,مشروع قانون عدد 2015/82 يتعلق بالموافقة على عقد التمويل المبرم بتونس في 18 ديسمبر 2015 بين حكومة الجمهورية التونسية والبنك الاوروبي للإستثمار للمساهمة في مشروع تعصير الطرقات II,2015-12-31
357,"مشروع قانون أساسي عدد 2015/81 يتعلق بالموافقة على اتفاق بين الإتحاد الأوروبي والجمهورية التونسية يتعلق بمشاركة الجمهورية التونسية في برنامج الإتحاد تحت عنوان ""برنامج إطاري للبحث والتجديد 2020"" (2014 - 2020)",2015-12-31
358,مشروع قانون عدد 2015/80 يتعلق بالإنتزاع للمصلحة العمومية,2015-12-31
359,مشروع قانون أساسي عدد 2015/79 يتعلق بالمخدرات,2015-12-31
360,مقترح قانون أساسي عدد 2015/88 يتعلق بمكافحة التعامل غير المشروع بالمخدرات والوقاية منها والإحاطة بالمدمنين على استهلاكها,2015-12-31
361,مقترح قانون عدد 2015/86 يتعلق بتنقيح مجلة المناجم الصادرة بمقتضى القانون عدد 30 لسنة 2003 المؤرخ في 28 افريل 2003,2015-12-31
362,مقترح قانون عدد 2015/85 يتعلق بتنقيح واتمام مجلة المحروقات الصادرة بمقتضى القانون عدد 93 لسنة 1999 المؤرخ في 19 اوت 1999 وملاءمتها مع احكام الفصل 13 من الدستور,2015-12-31
363,مقترح قانون عدد 2015/84 يتعلق بتجريم التطبيع مع الكيان الصهيوني,2015-12-31
364,مشروع قانون عدد 2015/78 يتعلق بالموافقة على اتفاق التعاون التقني بعنوان سنة 2013 بين حكومة الجمهورية التونسية و حكومة جمهورية ألمانيا الاتحادية,2015-12-30
365,"مشروع قانون أساسي عدد 2015/77 يتعلق بالموافقة على مذكرة التفاهم المبرمة في تاريخ 8 أفريل 2015 بين حكومة الجمهورية التونسية وحكومة الولايات المتحدة الأمريكية حول المدرسة الأمريكية بتونس المسماة ""The American Cooperative School of Tunis""",2015-12-30
366,مشروع قانون أساسي عدد 2015/76 يتعلق بالموافقة على مذكرة التفاهم المبرمة في تاريخ 15 ماي 2015 بين حكومة الجمهورية التونسية وحكومة الولايات المتحدة الأمريكية حول تسوية الوضعية المترتبة عن الأحداث التي جدت بتونس في تاريخ 14 سبتمبر 2012,2015-12-30
367,مـشـروع قانون عدد 2015/75 یتعلّق بالموافقة على اتفاق القرض المبرم في 19 نوفمبر 2015 بین الجمھوریة التونسیة والبنك الإفریقي للتنمیة والخاص بتمویل برنامج دعم التنمیة الجھویة وإحداث مواطن الشغل,2015-11-26
368,"مشروع قانون عدد 2015/74 يتعلّق بالموافقة على اتفاق القرض المبرم في 19 نوفمبر 2015 بين الجمهورية التونسية والبنك الإفريقي للتنمية بصفته الجهة المكلفة بالتصرف في صندوق ""لننمو معا "" َAGTF Africa Growing ) Together fund)الافريقي و الخاص بالمساهمة في تمويل مشروع تطوير مشروع تطوير البنية للطرقات",2015-11-26
369,مشروع قانون عدد 2015/73 يتعلق باتفاق القرض المبرم في 19 نوفمبر 2015 بين الجمهورية التونسية والبنك الافريقي للتنمية والخاص بالمساهمة في تمويل مشروع تمويل البنية التحتية للطرقات,2015-11-26
370,مشـــروع قانون عدد 2015/72 يتعلّق بالموافقة على اتفاقية القرض المبرمة بتونس في 16 سبتمبر 2015 بين الجمهورية التونسية والوكالة الفرنسية للتنمية لتمويل برنامج دعم التكوين والادماج المهني,2015-11-26
371,مشروع قانون أساسي عدد 2015/71 يتعلق بالقانون الأساسي للميزانية,2015-11-20
372,مشروع قانون عدد 2015/70 يتعلق بالتفويض إلى رئيس الحكومة في إصدار مراسيم طبقا للفقرة الثانية من الفصل 70 من الدستور,2015-11-19
373,مشروع قانون أساسي عدد 2015/69 يتعلّق بالموافقة على اتفاق تعاون بين الجمهورية التونسية والمركز الدولي لتطوير سياسات الهجرة,2015-11-19
374,مشروع قانون عدد 2015/68 يتعلق باصدار مجلة الاستثمار,2015-11-06
375,مشروع قانون عدد 2015/67 يتعلق بالموافقة على الاحالة لفائدة الدولة للقرض الرقاعي المصدر من قبل البنك المركزي التونسي بالسوق المالية العالمية، موضوع الاتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية عالمية,2015-11-05
376,مشروع قانون عدد 2015/66 يتعلق بالموافقة على اتفاق التعاون المالي بعنوان سنة 2013 بين حكومة الجمهورية التونسية وحكومة جمهورية المانيا الاتحادية,2015-11-05
377,مشروع قانون عدد 2015/65 يتعلق بالموافقة على اتفاقية القرض المبرمة في 09 اكتوبر 2015 بين حكومة الجمهورية التونسية والصندوق العربي للانماء الاقتصادي والاجتماعي للمساهمة في تمويل مشروع تطوير شبكة الطرق المصنفة والمسالك الريفية,2015-11-05
378,مشروع قانون عدد 2015/64 يتعلق بضبط النظام الاساسي للبنك المركزي التونسي,2015-11-05
379,مشروع قانون عدد 2015/63 يتعلق بالموافقة على اتفاق الضمان المبرم في 23 سبتمبر 2015 بين حكومة الجمهورية التونسية والبنك الإفريقي للتنمية والمتعلق بالقرض المسند لفائدة الشركة التونسية للكهرباء والغاز للمساهمة في تمويل مشروع تطوير شبكة نقل وتوزيع الغاز الطبيعي,2015-11-05
380,مشروع قانون عدد 2015/62 يتعلق بمراكز تكوين وإعداد رياضيي النخبة,2015-10-26
381,مشروع قانون عدد 2015/61 يتعلق بالموافقة على اتفاق القرض المبرم في 02 أكتوبر 2015 بين حكومة الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل مشروع تطوير الطرقات,2015-10-16
382,مشروع قانون عدد 2015/60 يتعلق بالموافقة على عقد الضمان المبرم في 3 سبتمبر 2015 بين حكومة الجمهورية التونسية والبنك الاوروبي لإعادة التعمير والتنمية والمتعلق بعقد القرض المسند للديوان الوطني للتطهير للمساهمة في تمويل البرنامج المندمج لإزالة التلوث بمنطقة بحيرة بنزرت,2015-10-16
383,"مشروع القانون عدد 2015/59 يتعلق بالموافقة على اتفاق القرض المبرم في 02 أكتوبر 2015 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل برنامج ""الحوكمة والفرص والتشغيل""",2015-10-16
384,مشروع قانون عدد 2015/58 متعلق بقانون المالية لسنة 2016,2015-10-15
385,مشروع قانون عدد 2015/57 يتعلق بسنّ أحكام إستثنائية لتسوية وضعيات الاستغلال غير القانوني لمقاطع الحجارة الرخامية التابعة لملك الدولة الخاص,2015-9-23
386,مشروع قانون عدد 2015/56 المتعلق بغلق ميزانية الدولة لسنة 2012,2015-9-23
387,مشروع قانون أساسي عدد 2015/55 المتعلق بتنقيح وإتمام القانون عدد 40/1975 المتعلق بجوازات السفر و وثائق السفر,2015-8-21
388,مشــروع قانــون عدد 2015/54 يتعلق بالترخيص للدولة في الاكتتاب في الزيادة العامة الرابعة في رأس مال البنك الإسلامي للتنمية,2015-7-29
389,مشروع قانون عدد 2015/53 متعلق بقانون المالية التكميلي لسنة 2015,2015-7-29
390,مشروع قانون عدد 2015/52 يتعلق بتنقيح و إتمام القانون عدد 12 لسنة 1985 المؤرخ في 05 مارس 1985 المتعلق بنظام الجرايات المدنية و العسكرية للتقاعد والباقيين على قيد الحياة في القطاع العمومي,2015-7-23
391,مشروع قانون عدد 2015/51 يتعلق بإحداث مجلس وطني للتونسيين المقيمين بالخارج وبضبط مشمولاته وتركيبته وطرق تسييره,2015-7-23
392,مشروع قانون أساسي عدد 2015/50 يتعلق بالموافقة علي اتفاقية إنشاء المنظمة الدولية للسياحة المستدامة من أجل القضاء على الفقر,2015-7-23
393,مشروع قانون أساسي عدد 2015/49 يتعلق يتعلق بالمصالحة في المجال الإداري,2015-7-16
394,مشروع قانون أساسي عدد 2015/48 يتعلق بالمحكمة الدستورية,2015-7-07
395,مشروع قانون عدد 2015/47 يتعلق بسحب أحكام القانون عدد 16 لسنة 1985 المؤرخ في 8 مارس 1985 المتعلق بضبط نظام تقاعد أعضاء مجلس النواب على أعضاء المجلس الوطني التأسيسي,2015-6-22
396,مشروع قانون عدد 2015/46 يتعلق بالموافقة على اتفاقية الإستصناع المبرمة في 6 افريل 2015 بين حكومة الجمهورية التونسية والبنك الاسلامي للتنمية بشأن تمويل مشروع تحسين التزود بالماء الصالح للشراب بالوسط الريفي بولاية بنزرت,2015-6-22
397,مشروع قانون عدد 2015/45 يتعلق بالموافقة على اتفاقية القرض المبرمة في 6 افريل 2015 بين حكومة الجمهورية التونسية والبنك الاسلامي للتنمية بشأن تمويل مشروع تحسين التزود بالماء الصالح للشراب بالوسط الريفي بولاية بنزرت,2015-6-22
398,مشروع القانون عدد 2015/44 المتعلق بالمنافع المخوّلة لرؤساء الجمهورية بعد انتهاء مهامهم,2015-6-10
399,مشروع قانون عدد 2015/43 يتعلق بإحداث المجلس الوطني للحوار الاجتماعي وضبط مشمولاته وكيفية تسييره,2015-6-09
400,مقترح قانون أساسي عدد 2015/42 يتعلق باستقلالية مجلس نواب الشعب وقواعد سير عمله,2015-6-05
401,"مشروع قانون عدد 2015/41 يتعلق بالموافقة على وثيقة ضمان الدولة للقرض موضوع الاتفاقية المبرمة بين شركة الخطوط التونسية ومجمع من البنوك الأجنبية لاقتناء طائرة من آربص ""أ 330 - 200""",2015-6-04
402,"مشروع قانون عدد 2015/40 يتعلق بالموافقة على وثيقة ضمان الدولة للقرض موضوع الاتفاقية المبرمة بين شركة الخطوط التونسية ومجمع من البنوك الأجنبية لاقتناء طائرة من آربص "" أ 320 - 214""",2015-6-04
403,"مشروع قانون عدد 2015/39 يتعلق بالموافقة على وثيقة ضمان الدولة للقرض موضوع الاتفاقية المبرمة بين شركة الخطوط التونسية ومجمع من البنوك الأجنبية لاقتناء طائرة من آربص""أ330 - 200""",2015-6-04
404,مقترح قانون أساسي عدد 2015/38 يتعلق بالمحكمة الدستورية,2015-6-03
